"","Source_ID","SSB","LUH1","n","HasBaseline","Crop_name","allMagpie1","allMagpie2","Notes","Checked_by"
"338","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 LST06","Cropland",3,"No","","","","",""
"339","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 LST07","Cropland",3,"No","","","","",""
"340","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 LST08","Cropland",1,"No","","","","",""
"341","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 LST11","Cropland",1,"No","","","","",""
"342","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 LST13","Cropland",1,"No","","","","",""
"343","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 LST14","Cropland",1,"No","","","","",""
"344","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 LST15","Cropland",1,"No","","","","",""
"345","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 LST16","Cropland",4,"No","","","","",""
"346","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 LST17","Cropland",2,"No","","","","",""
"347","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 LST18","Cropland",2,"No","","","","",""
"348","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 LST19","Cropland",2,"No","","","","",""
"349","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 LST22","Cropland",2,"No","","","","",""
"350","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 LST23","Cropland",1,"No","","","","",""
"351","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 MUT01","Cropland",3,"No","","","","",""
"352","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 MUT02","Cropland",2,"No","","","","",""
"353","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 MUT03","Cropland",3,"No","","","","",""
"354","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 MUT04","Cropland",2,"No","","","","",""
"355","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 MUT05","Cropland",2,"No","","","","",""
"356","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 MUT06","Cropland",4,"No","","","","",""
"357","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 MUT07","Cropland",3,"No","","","","",""
"358","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 MUT08","Cropland",2,"No","","","","",""
"359","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 MUT09","Cropland",2,"No","","","","",""
"360","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 MUT10","Cropland",3,"No","","","","",""
"361","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 MUT11","Cropland",4,"No","","","","",""
"362","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 NdT01","Cropland",1,"No","","","","",""
"363","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 NdT02","Cropland",2,"No","","","","",""
"364","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 NdT04","Cropland",2,"No","","","","",""
"365","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 NdT05","Cropland",2,"No","","","","",""
"366","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 NdT06","Cropland",2,"No","","","","",""
"367","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 NdT07","Cropland",1,"No","","","","",""
"368","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 NdT08","Cropland",4,"No","","","","",""
"369","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 NdT09","Cropland",1,"No","","","","",""
"370","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 NdT11","Cropland",2,"No","","","","",""
"371","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 NdT12","Cropland",1,"No","","","","",""
"372","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 OJT01","Cropland",1,"No","","","","",""
"373","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 OJT02","Cropland",1,"No","","","","",""
"374","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 OJT05","Cropland",4,"No","","","","",""
"375","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 OJT06","Cropland",1,"No","","","","",""
"376","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 OJT07","Cropland",1,"No","","","","",""
"377","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 OJT08","Cropland",1,"No","","","","",""
"378","MJ1_2013__Ndanganga","MJ1_2013__Ndanganga 2 OJT09","Cropland",1,"No","","","","",""
"379","MJ1_2016__Jung","MJ1_2016__Jung 1 ","Plantation forest",6,"Yes","","","","",""
"380","MJ1_2016__Jung","MJ1_2016__Jung 1 ","Cropland",12,"Yes","","","","",""
"381","MJ1_2016__Jung","MJ1_2016__Jung 2 ","Plantation forest",2,"Yes","","","","",""
"382","MJ1_2016__Jung","MJ1_2016__Jung 2 ","Cropland",2,"Yes","","","","",""
"383","SC1_2005__Marsh","SC1_2005__Marsh 1 Bahani","Plantation forest",2,"Yes","","","","",""
"384","SC1_2005__Marsh","SC1_2005__Marsh 1 Djoumouachongo","Plantation forest",3,"Yes","","","","",""
"385","SC1_2005__Marsh","SC1_2005__Marsh 1 Kourani","Plantation forest",1,"Yes","","","","",""
"386","SC1_2005__Marsh","SC1_2005__Marsh 1 La Grille","Plantation forest",2,"Yes","","","","",""
"387","SC1_2005__Marsh","SC1_2005__Marsh 1 Mvouni","Plantation forest",3,"Yes","","","","",""
"388","SC1_2008__Eigenbrod","SC1_2008__Eigenbrod 1 ","Cropland",17,"No","","","","",""
"389","SC1_2010__Giordani","SC1_2010__Giordani 1 ","Cropland",8,"No","","","","",""
"390","SC1_2010__Giordani","SC1_2010__Giordani 2 ","Cropland",9,"No","","","","",""
"391","SC1_2010__Marsh","SC1_2010__Marsh 1 ","Plantation forest",15,"Yes","","","","",""
"392","SC1_2010__Marsh","SC1_2010__Marsh 2 ","Plantation forest",15,"Yes","","","","",""
"393","SC1_2011__Rubio","SC1_2011__Rubio 1 ICC1_1","Plantation forest",2,"Yes","","","","",""
"394","SC1_2011__Rubio","SC1_2011__Rubio 1 ICCI_2","Plantation forest",2,"Yes","","","","",""
"395","SC1_2012__Barrico","SC1_2012__Barrico 2 ","Plantation forest",12,"No","","","","",""
"396","SC1_2012__Barrico","SC1_2012__Barrico 3 ","Plantation forest",12,"No","","","","",""
"397","SC1_2012__Schuepp","SC1_2012__Schuepp 1 ","Cropland",8,"No","","","","",""
"398","SC1_2013__Jalilova","SC1_2013__Jalilova 1 ","Cropland",1,"Yes","","","","",""
"399","SC2_2012__Giordani","SC2_2012__Giordani 1 ","Cropland",14,"No","","","","",""
"400","SC2_2012__Kati","SC2_2012__Kati 1 ","Cropland",5,"Yes","","","","",""
"401","SC2_2012__Kati","SC2_2012__Kati 2 ","Cropland",5,"Yes","","","","",""
"402","SC2_2012__Kati","SC2_2012__Kati 3 ","Cropland",5,"Yes","","","","",""
"403","SE1_2004__Gutierrez","SE1_2004__Gutierrez 1 ","Plantation forest",1,"Yes","","","","",""
"404","SE1_2004__Gutierrez","SE1_2004__Gutierrez 2 ","Plantation forest",1,"Yes","","","","",""
"405","SE1_2012__Rey","SE1_2012__Rey 1 OF","Plantation forest",2,"Yes","","","","",""
"406","SE2_2013__Frizzo","SE2_2013__Frizzo 1 ","Cropland",4,"Yes","","","","",""
"407","SE2_2013__Frizzo","SE2_2013__Frizzo 2 ","Cropland",4,"Yes","","","","",""
"408","SE2_2013__Frizzo","SE2_2013__Frizzo 3 ","Cropland",4,"Yes","","","","",""
"409","SE2_2013__Garcia","SE2_2013__Garcia 1 ","Plantation forest",2,"Yes","","","","",""
"410","SH1_2002__Sheil","SH1_2002__Sheil 1 ","Plantation forest",1,"Yes","","","","",""
"411","SH1_2002__Sheil","SH1_2002__Sheil 1 ","Cropland",2,"Yes","","","","",""
"412","SH1_2002__Sheil","SH1_2002__Sheil 2 ","Plantation forest",1,"Yes","","","","",""
"413","SH1_2002__Sheil","SH1_2002__Sheil 2 ","Cropland",2,"Yes","","","","",""
"414","SH1_2012__Norfolk","SH1_2012__Norfolk 1 1","Cropland",1,"Yes","","","","",""
"415","SH1_2012__Norfolk","SH1_2012__Norfolk 1 10","Cropland",1,"Yes","","","","",""
"416","SH1_2012__Norfolk","SH1_2012__Norfolk 1 11","Cropland",1,"Yes","","","","",""
"417","SH1_2012__Norfolk","SH1_2012__Norfolk 1 12","Cropland",1,"Yes","","","","",""
"418","SH1_2012__Norfolk","SH1_2012__Norfolk 1 13","Cropland",1,"Yes","","","","",""
"419","SH1_2012__Norfolk","SH1_2012__Norfolk 1 14","Cropland",1,"Yes","","","","",""
"420","SH1_2012__Norfolk","SH1_2012__Norfolk 1 15","Cropland",1,"Yes","","","","",""
"421","SH1_2012__Norfolk","SH1_2012__Norfolk 1 2","Cropland",1,"Yes","","","","",""
"422","SH1_2012__Norfolk","SH1_2012__Norfolk 1 3","Cropland",1,"Yes","","","","",""
"423","SH1_2012__Norfolk","SH1_2012__Norfolk 1 4","Cropland",1,"Yes","","","","",""
"424","SH1_2012__Norfolk","SH1_2012__Norfolk 1 5","Cropland",1,"Yes","","","","",""
"425","SH1_2012__Norfolk","SH1_2012__Norfolk 1 6","Cropland",1,"Yes","","","","",""
"426","SH1_2012__Norfolk","SH1_2012__Norfolk 1 7","Cropland",1,"Yes","","","","",""
"427","SH1_2012__Norfolk","SH1_2012__Norfolk 1 8","Cropland",1,"Yes","","","","",""
"428","SH1_2012__Norfolk","SH1_2012__Norfolk 1 9","Cropland",1,"Yes","","","","",""
"429","SH1_2013__CIFORcameroon","SH1_2013__CIFORcameroon 1 ","Cropland",8,"Yes","","","","",""
"430","SH1_2013__CIFORcameroon","SH1_2013__CIFORcameroon 2 ","Cropland",8,"Yes","","","","",""
"431","SH1_2013__CIFORphilippines","SH1_2013__CIFORphilippines 1 ","Cropland",3,"Yes","","","","",""
"432","SH1_2013__CIFORphilippines","SH1_2013__CIFORphilippines 2 ","Cropland",3,"Yes","","","","",""
"433","SH1_2013__Norfolk","SH1_2013__Norfolk 1 Feiran","Plantation forest",3,"Yes","","","","",""
"434","SH1_2013__Norfolk","SH1_2013__Norfolk 1 Gebel","Plantation forest",3,"Yes","","","","",""
"435","SH1_2013__Norfolk","SH1_2013__Norfolk 1 Itlah","Plantation forest",7,"Yes","","","","",""
"436","SH1_2013__Norfolk","SH1_2013__Norfolk 1 Sheik a Wad","Plantation forest",2,"Yes","","","","",""
"437","SH1_2013__Norfolk","SH1_2013__Norfolk 1 StKaths","Plantation forest",1,"Yes","","","","",""
"438","SS1_2011__Lange","SS1_2011__Lange 1 Großbartloff","Plantation forest",1,"Yes","","","","",""
"439","SS1_2011__Lange","SS1_2011__Lange 1 Hörselberg-Hainich","Plantation forest",1,"Yes","","","","",""
"440","SS1_2011__Lange","SS1_2011__Lange 1 Kleinbartloff","Plantation forest",2,"Yes","","","","",""
"441","SS1_2011__Lange","SS1_2011__Lange 1 Leinefelde-Worbis","Plantation forest",1,"Yes","","","","",""
"442","SS1_2011__Lange","SS1_2011__Lange 1 Mühlhausen/Thüringen","Plantation forest",2,"Yes","","","","",""
"443","SS1_2011__Lange","SS1_2011__Lange 1 Rodeberg","Plantation forest",2,"Yes","","","","",""
"444","SS1_2011__Lange","SS1_2011__Lange 1 Silberhausen","Plantation forest",1,"Yes","","","","",""
"445","SS1_2011__Lange","SS1_2011__Lange 1 Wachstedt","Plantation forest",2,"Yes","","","","",""
"446","SS1_2011__Mulder","SS1_2011__Mulder 1 B742","Cropland",1,"No","","","","",""
"447","SS1_2011__Mulder","SS1_2011__Mulder 2 B742","Cropland",1,"No","","","","",""
"448","SS1_2011__Mulder","SS1_2011__Mulder 3 B742","Cropland",1,"No","","","","",""
"449","SS1_2011__Mulder","SS1_2011__Mulder 4 B742","Cropland",1,"No","","","","",""
"450","SS1_2013__Blasi","SS1_2013__Blasi 1 CIM","Plantation forest",1,"No","","","","",""
"451","SS1_2013__Blasi","SS1_2013__Blasi 1 ORB","Plantation forest",1,"No","","","","",""
"452","SS1_2013__Blasi","SS1_2013__Blasi 1 TOL","Plantation forest",1,"No","","","","",""
"453","SS1_2013__Blasi","SS1_2013__Blasi 1 VET","Plantation forest",1,"No","","","","",""
"454","SS1_2015__Ponge","SS1_2015__Ponge 1 Pine","Plantation forest",1,"No","","","","",""
"455","TN1_2006__Soh","TN1_2006__Soh 1 Cameron","Plantation forest",1,"Yes","","","","",""
"456","TN1_2007__ODea","TN1_2007__ODea 1 MN","Cropland",23,"Yes","","","","",""
"457","TN1_2007__ODea","TN1_2007__ODea 1 MS","Cropland",30,"Yes","","","","",""
"458","VB1_2005__Eggleton","VB1_2005__Eggleton 1 ","Plantation forest",1,"Yes","","","","",""
"459","VB1_2005__Eggleton","VB1_2005__Eggleton 2 ","Plantation forest",1,"Yes","","","","",""
"460","VB1_2005__Eggleton","VB1_2005__Eggleton 3 ","Plantation forest",1,"Yes","","","","",""
"461","VB1_2005__Eggleton","VB1_2005__Eggleton 4 ","Plantation forest",2,"Yes","","","","",""
"462","VB1_2005__Eggleton","VB1_2005__Eggleton 5 ","Plantation forest",1,"Yes","","","","",""
"463","VB1_2006__Smith","VB1_2006__Smith 1 ","Plantation forest",1,"No","","","","",""
"464","VB1_2008__Murvanidze","VB1_2008__Murvanidze 1 ","Plantation forest",2,"No","","","","",""
"465","VB1_2011__Magrini","VB1_2011__Magrini 1 ","Plantation forest",1,"Yes","","","","",""
"466","VB1_2013a_Jones","VB1_2013a_Jones 1 ","Plantation forest",2,"No","","","","",""
"467","VB1_2013a_Jones","VB1_2013a_Jones 1 ","Cropland",2,"No","","","","",""
"468","VB1_2013__Burton","VB1_2013__Burton 1 ","Plantation forest",31,"Yes","","","","",""
"469","VB1_2013__Burton","VB1_2013__Burton 2 ","Plantation forest",25,"Yes","","","","",""
"470","VB1_2013__Burton","VB1_2013__Burton 3 ","Plantation forest",25,"Yes","","","","",""
"471","VB1_2015__ESB","VB1_2015__ESB 1 ","Plantation forest",2,"No","","","","",""
"472","VB1_2015__ESB","VB1_2015__ESB 1 ","Cropland",7,"No","","","","",""
"473","VB1_2016__Murvanidze","VB1_2016__Murvanidze 1 ","Plantation forest",1,"No","","","","",""
"474","VB1_2016__Murvanidze","VB1_2016__Murvanidze 3 ","Plantation forest",1,"No","","","","",""
"475","VK1_2008__Buddle","VK1_2008__Buddle 1 1","Plantation forest",4,"No","","","","",""
"476","VK1_2008__Buddle","VK1_2008__Buddle 1 2","Plantation forest",4,"No","","","","",""
"477","VK1_2008__Buddle","VK1_2008__Buddle 1 3","Plantation forest",4,"No","","","","",""
"478","VK1_2009__Noreika","VK1_2009__Noreika 2 ","Plantation forest",1,"Yes","","","","",""
"479","VK1_2013__ABMIboreal","VK1_2013__ABMIboreal 2 ","Cropland",2,"Yes","","","","",""
"480","VK1_2013__ABMIboreal","VK1_2013__ABMIboreal 3 ","Cropland",4,"Yes","","","","",""
"481","VK1_2013__ABMIboreal","VK1_2013__ABMIboreal 4 ","Cropland",3,"Yes","","","","",""
"482","VK1_2013__ABMIboreal","VK1_2013__ABMIboreal 5 ","Cropland",7,"Yes","","","","",""
"483","XH1_2015__Rachakonda","XH1_2015__Rachakonda 2 ES","Plantation forest",1,"Yes","","","","",""
"484","XH1_2015__Rachakonda","XH1_2015__Rachakonda 2 NR","Plantation forest",2,"Yes","","","","",""
"485","XH1_2016__Mandal","XH1_2016__Mandal 1 Salem Boarding","Plantation forest",3,"Yes","","","","",""
"486","XH1_2016__Mandal","XH1_2016__Mandal 1 Teirei","Plantation forest",9,"Yes","","","","",""
"487","XH1_2016__Song","XH1_2016__Song 1 Li Mountain","Cropland",2,"No","","","","",""
"488","XH1_2016__Song","XH1_2016__Song 1 Taikuan River","Cropland",1,"No","","","","",""
"489","XH1_2016__Song","XH1_2016__Song 1 Wulu Mountain","Cropland",2,"No","","","","",""
"490","XH1_2018__Kamp","XH1_2018__Kamp 1 ","Cropland",31,"Yes","","","","",""
"491","XH1_2019__Kitazawa","XH1_2019__Kitazawa 1 ","Cropland",1,"No","","","","",""
"492","YP1_2004__Gu","YP1_2004__Gu 1 1","Cropland",2,"No","","","","",""
"493","YP1_2004__Gu","YP1_2004__Gu 1 10","Cropland",2,"No","","","","",""
"494","YP1_2004__Gu","YP1_2004__Gu 1 2","Cropland",2,"No","","","","",""
"495","YP1_2004__Gu","YP1_2004__Gu 1 3","Cropland",2,"No","","","","",""
"496","YP1_2004__Gu","YP1_2004__Gu 1 4","Cropland",2,"No","","","","",""
"497","YP1_2004__Gu","YP1_2004__Gu 1 5","Cropland",2,"No","","","","",""
"498","YP1_2004__Gu","YP1_2004__Gu 1 6","Cropland",2,"No","","","","",""
"499","YP1_2004__Gu","YP1_2004__Gu 1 7","Cropland",2,"No","","","","",""
"500","YP1_2004__Gu","YP1_2004__Gu 1 8","Cropland",2,"No","","","","",""
"501","YP1_2004__Gu","YP1_2004__Gu 1 9","Cropland",2,"No","","","","",""
"502","YP1_2011__Wang","YP1_2011__Wang 1 ","Plantation forest",9,"No","","","","",""
"503","YP1_2012__Liu","YP1_2012__Liu 1 D-F1","Cropland",2,"No","","","","",""
"504","YP1_2012__Liu","YP1_2012__Liu 1 D-F2","Cropland",2,"No","","","","",""
"505","YP1_2012__Liu","YP1_2012__Liu 1 D-F3","Cropland",2,"No","","","","",""
"506","YP1_2012__Liu","YP1_2012__Liu 1 D-F4","Cropland",2,"No","","","","",""
"507","YP1_2012__Sung","YP1_2012__Sung 1 1","Plantation forest",1,"Yes","","","","",""
"508","YP1_2012__Sung","YP1_2012__Sung 1 2","Plantation forest",1,"Yes","","","","",""
"509","YP1_2012__Sung","YP1_2012__Sung 1 3","Plantation forest",1,"Yes","","","","",""
"510","YP1_2012__Sung","YP1_2012__Sung 1 4","Plantation forest",1,"Yes","","","","",""
